mean,stdev,skew,kurtosis,zcr_mean,zcr_stdev,rmse_mean,rmse_stdev,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_stdev,mfccs_2_stdev,mfccs_3_stdev,mfccs_4_stdev,mfccs_5_stdev,mfccs_6_stdev,mfccs_7_stdev,mfccs_8_stdev,mfccs_9_stdev,mfccs_10_stdev,mfccs_11_stdev,mfccs_12_stdev,mfccs_13_stdev,mfccs_14_stdev,mfccs_15_stdev,mfccs_16_stdev,mfccs_17_stdev,mfccs_18_stdev,mfccs_19_stdev,mfccs_20_stdev,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_1_stdev,chroma_2_stdev,chroma_3_stdev,chroma_4_stdev,chroma_5_stdev,chroma_6_stdev,chroma_7_stdev,chroma_8_stdev,chroma_9_stdev,chroma_10_stdev,chroma_11_stdev,chroma_12_stdev,centroid_mean,centroid_stdev,contrast_1_mean,contrast_2_mean,contrast_3_mean,contrast_4_mean,contrast_5_mean,contrast_6_mean,contrast_7_mean,contrast_1_std,contrast_2_std,contrast_3_std,contrast_4_std,contrast_5_std,contrast_6_std,contrast_7_std,rolloff_mean,rolloff_stdev,phoneme
0.026985582,0.092809364,5.036994934082031,30.53189108380633,0.0205303269092219,0.01867375150599872,0.038516,0.038516,-478.01352,57.591164,-2.1257215,-13.333625,-5.429459,-7.171661,-4.9236913,1.150612,-1.0805366,-6.569086,-4.702043,1.145272,0.28647745,-6.2203484,-7.526262,-2.4610317,-0.9178204,-4.6498857,-5.0261693,-1.8316125,115.20823,91.67071,24.812862,23.134394,11.158145,15.262449,10.011874,6.094781,6.619455,12.199948,9.930319,8.706409,7.7299967,10.560939,13.055918,5.045071,4.8569927,8.259861,8.683778,4.3492875,0.5573946,0.5019309,0.5229056,0.5081403,0.5783115,0.6238791,0.5735424,0.63331157,0.65678877,0.58334583,0.57079875,0.6122275,0.32382005,0.32423523,0.33429062,0.30735934,0.29524904,0.3121763,0.25051913,0.2810068,0.28113738,0.30914092,0.30990776,0.29434347,545.1406178510372,404.3481834264637,17.78209064184833,10.633907399117493,13.430351153892033,14.964623214138584,16.174903388649366,17.586614235994013,14.814056313860524,8.410856827027446,5.339101276371237,5.982084598739594,5.300430297496447,5.865178645749897,7.297154609470342,2.8833165670806293,574.9612742456897,936.5733617797097,th
0.017870693,0.06535124,5.322573661804199,33.6639253595531,0.016385925602791878,0.016904809905684895,0.02585327,0.02585327,-535.4133,53.78141,-0.3685563,-12.869894,-6.3803415,-7.923305,-4.8672466,2.8294857,-1.3021688,-7.769727,-3.5367718,1.2284349,-1.8613517,-5.437196,-5.246457,-2.7909746,-1.5933543,-4.611696,-5.4209247,-2.0771556,111.71379,90.85726,21.50696,24.633835,13.972359,16.371075,11.136925,9.420582,6.6490045,14.8614855,8.619642,5.768381,8.291869,9.766751,10.684989,6.784715,4.332074,7.5030556,8.7491,5.0008154,0.6079253,0.5325882,0.5425661,0.5427063,0.61364686,0.6128442,0.6344735,0.6993035,0.6211516,0.533746,0.5449535,0.65835917,0.29209343,0.31941226,0.3271542,0.29116946,0.2951034,0.3151233,0.2634304,0.26202694,0.27296093,0.30610123,0.3002775,0.270352,507.012229316564,362.9162579073802,17.836217855154725,11.152385190967987,12.363523183622696,14.358817571715763,15.499502069918966,17.484596757079597,15.182069397857262,8.375383575459802,5.003501296454246,5.416247509013613,5.503521053305037,5.629097973085939,8.071691829796228,3.563796260973208,485.20755671002536,848.2835128001882,th
0.01845504,0.06295893,5.081475734710693,30.774665904878937,0.01769822006472492,0.016861315976234886,0.026812911,0.026812911,-532.02356,63.928032,4.8827276,-13.651921,-9.663445,-9.941887,-3.9536264,4.323178,-2.0099177,-10.011578,-4.2092857,2.5457318,-1.0864149,-6.9452715,-7.456476,-4.17044,-2.266236,-4.895243,-6.674692,-3.3373752,112.49585,95.91219,24.902002,24.382517,17.841162,17.548822,12.53311,10.409319,6.450412,18.180174,9.407447,5.9548573,8.184478,10.836778,12.299955,6.320769,4.4510126,7.2936263,9.329869,5.979169,0.5352167,0.48373815,0.48864928,0.49754456,0.5897075,0.6183768,0.6211416,0.6704704,0.5944396,0.5423439,0.592557,0.6143466,0.30650517,0.34318468,0.35165918,0.29937577,0.31254023,0.30504212,0.21985216,0.27326474,0.2669197,0.30773947,0.35570332,0.28461185,530.6517825151309,396.75913871402764,18.14326002170636,10.541909904790348,13.41644037681672,14.735627271539768,16.920032493304184,17.48209013182698,14.742595633192293,9.605629168516227,4.696824234095832,5.498276188873248,5.1479871689022545,6.912454136401776,8.365676445579808,2.60760513261477,539.9971648185484,910.0349010358657,th
0.023471145,0.08139953,5.270416259765625,33.78998607592002,0.019412364130434782,0.017275705242658618,0.03409363,0.03409363,-503.96396,55.13245,-3.6600363,-10.596747,-2.0853434,-7.973373,-5.548799,1.9053588,-3.5481753,-8.281347,-2.8571224,0.49143708,-1.5674202,-4.4168925,-6.534031,-4.8458023,-2.0159264,-4.226529,-6.236307,-2.8215642,117.25017,89.50074,24.649681,22.68229,10.363207,20.020493,13.038691,9.886035,7.6151567,14.876545,6.440992,7.9926815,4.9678154,8.440957,10.900633,8.404799,4.707093,6.638265,9.752541,4.271383,0.5312924,0.46174878,0.47283548,0.48411468,0.5811564,0.7328042,0.6817073,0.6353386,0.55304956,0.5509846,0.5604507,0.6001376,0.30795288,0.35459134,0.35961643,0.29779533,0.27743232,0.29219985,0.22603822,0.2878203,0.29495177,0.284566,0.33527297,0.3328846,534.5175381083887,409.74930383068903,18.97380940237177,10.857455248036537,13.818134001365678,14.692597922204204,15.207917327949662,18.03627458739911,14.767986899845155,9.645929938638314,5.26049603441544,5.923952761643862,5.4933619293633225,5.4919062349390835,8.514758881511693,2.5930647998427343,524.2650379335261,925.0650067672511,th
0.021676663,0.0720287,4.936221599578857,29.759585392350736,0.018626819957386364,0.016022234611819876,0.031442888,0.031442888,-535.8974,63.720104,4.6765213,-10.958103,-2.4628065,-4.42969,-6.7149296,-1.3162885,-2.156833,-7.6339097,-5.1581755,0.5873295,-0.6089172,-6.111569,-7.6959147,-4.2512774,-2.9355574,-6.54228,-7.4204516,-2.8471167,115.13526,95.92754,25.623423,33.015823,13.532158,11.824587,13.862612,7.118744,8.121476,13.505232,10.084126,6.7023444,6.4956527,9.138944,11.537079,7.0103154,4.49613,8.927501,10.190189,4.160792,0.4863736,0.45476964,0.49174836,0.49064514,0.5442842,0.7312616,0.6774551,0.57744676,0.5360352,0.5641234,0.6161977,0.5933347,0.2963784,0.33542454,0.34193927,0.3197762,0.28674737,0.26369718,0.24856277,0.30912203,0.29325446,0.2893235,0.33231324,0.32290515,496.94489103030605,357.5729855345516,19.000027192062234,10.972491552641147,14.218611924479257,15.166165842411244,15.844637902066976,17.623942837457914,14.607289211032425,9.69428096019086,5.577216064134713,6.231743283459168,5.530578401573479,5.606683243636402,8.07108476641297,2.5416721728940717,477.2785533558239,832.0579960946744,th
0.019849341,0.06149596,4.376490116119385,22.87302482245888,0.022087545955882353,0.018909738363865475,0.028883727,0.028883727,-558.30756,71.09415,1.2409672,-16.460522,-5.896666,-7.0922685,-6.19966,2.637881,-0.76052773,-10.088581,-5.536172,3.57578,0.16450949,-8.4928,-8.599257,-2.8261418,-2.1959236,-7.5695972,-8.319072,-2.4022322,123.6174,103.36928,15.480914,30.436003,12.334033,15.980291,12.444571,9.758213,6.3547072,17.112043,10.979673,7.9359236,6.4144206,12.174594,12.296668,4.810033,4.1597166,10.292988,11.127577,4.12629,0.4886251,0.45013642,0.492736,0.48142692,0.559166,0.72541356,0.6514479,0.561365,0.5522633,0.5621224,0.589756,0.59484464,0.30804262,0.34836727,0.35285944,0.31270662,0.2890013,0.29368222,0.2513331,0.2909312,0.30377117,0.3017776,0.33578604,0.33487839,523.292493025086,364.329901073356,18.759236439859396,11.607307658523151,14.228783818528651,15.456589201537422,16.847778896701776,18.48423879401299,14.585983911441279,9.697709506373085,5.903809061867715,6.60397662556411,5.681229447357922,6.393008757919271,8.674965254221576,2.1528081198975375,537.8234145220588,853.5344290755019,th
0.018219585,0.060550954,4.925020694732666,29.43284117994409,0.02371818862275449,0.019030437636619272,0.026953487,0.026953487,-537.2777,64.78119,8.092526,-14.005936,-7.666932,-4.005411,-3.7536004,-0.072281204,-1.6996607,-8.529155,-6.908051,1.2532514,0.48040387,-7.909735,-9.1105,-3.1223705,-2.0758388,-6.2048364,-6.106379,-2.162384,107.39375,96.66378,15.8087015,30.36735,18.337713,12.678338,12.098249,6.712915,8.089722,12.965438,11.610731,6.8266697,7.288795,10.462335,12.587894,3.9735074,3.8203003,9.579406,8.739574,4.0422506,0.4993124,0.45931947,0.5136792,0.492074,0.57790893,0.6487761,0.629047,0.6317583,0.60385233,0.5255339,0.5257979,0.59660614,0.30334863,0.3522051,0.34697485,0.30681762,0.31359038,0.29658034,0.2747026,0.30980745,0.31444415,0.2974994,0.32497767,0.3126613,504.30002657393334,347.0173549633643,18.12018331348884,10.892784792916613,13.915936448957934,15.548757053752105,17.029788960123742,17.169232287930356,14.648395011475111,8.973837599219204,5.567581399427674,5.516480786575367,5.499230399881472,6.681340910611969,6.769830934737393,2.205190448869065,503.515917383982,859.2552730033428,th
0.018548042,0.06824536,5.398254871368408,34.51953558979103,0.01819696273395722,0.017541881094723898,0.026463406,0.026463406,-505.0854,50.95417,2.6037986,-12.423256,-7.1611824,-6.934024,-4.6767077,1.6809658,-0.4280158,-6.1724076,-3.43064,1.4826585,-0.8239121,-5.511235,-5.562298,-2.4942067,-1.5406994,-3.8882997,-4.8712206,-2.2932374,100.973976,87.077385,20.122515,24.529512,15.484491,14.404684,12.60748,9.253046,7.0482264,12.317611,8.385822,5.672526,6.658272,10.054294,11.228734,5.0930552,4.525167,6.9263573,8.314466,6.263247,0.5565364,0.49044886,0.5300681,0.536722,0.58308274,0.6376495,0.617008,0.6209221,0.5884991,0.5653904,0.6084664,0.6894445,0.28833523,0.32821557,0.33729967,0.29394108,0.29529282,0.2988613,0.25082022,0.26642808,0.2930609,0.30929646,0.30512378,0.28823912,500.7452120807706,363.80469039930364,17.77980833329891,10.985901315485098,12.71979776164215,14.792184174321926,15.687473134888913,17.867674948430917,14.31742633867004,8.51822538649859,4.974188061824189,4.997195343093398,5.650079720847511,5.652961961796159,8.201332761287203,2.0075832105248383,484.2091932653743,863.0259576424279,th
0.020947667,0.077765524,5.623311519622803,38.34820546462466,0.020136827863128492,0.019012647195220327,0.03145181,0.03145181,-517.697,54.97508,2.4130657,-12.258256,-5.353946,-4.5664186,-3.5231745,0.86709297,-0.6561378,-5.588601,-4.741328,0.38850957,0.63967437,-5.249038,-7.6877728,-3.5048234,-1.673836,-5.077152,-6.043936,-2.7376575,109.78067,92.76712,22.093647,26.301935,15.456909,13.070159,11.298324,6.494006,7.4634266,11.065873,9.843361,6.666651,5.5080314,8.344543,12.508569,4.9397955,3.680318,7.258568,9.041404,4.60122,0.5432746,0.5048905,0.534806,0.5296205,0.59760517,0.6805171,0.6441956,0.60815644,0.60990995,0.5696315,0.5789434,0.6300732,0.30273202,0.3458402,0.3355354,0.30350077,0.2824841,0.29070106,0.24399342,0.28097653,0.29907683,0.29573298,0.30319387,0.29239428,492.79327433795214,344.3575947408036,18.034254420910393,10.61894967620439,12.556668582046276,14.776359584632614,15.398201809383858,16.95430981608997,14.415541311725704,8.721066516522757,5.13806827054858,5.510867426385648,5.715466245732361,5.264035076118869,6.509833885678341,1.7851035602917038,463.384907472067,815.3927948085604,th
0.020699743,0.07386976,5.288480281829834,32.89644235990268,0.019187430658284023,0.017030519950597123,0.02983557,0.02983557,-515.57513,60.075306,4.3684764,-14.814153,-9.250785,-7.722158,-4.8905053,1.6697563,-1.1972535,-8.059219,-4.402988,2.4500177,-0.25600502,-6.5603843,-6.283666,-2.2549572,-1.8903375,-4.8356047,-5.303298,-2.4690967,108.35651,94.565605,22.49616,26.486546,17.30348,13.931935,11.801922,8.720465,8.168829,14.742238,9.528791,7.376814,6.948951,10.869274,11.106009,5.2532907,4.149682,7.9750485,8.201461,5.697322,0.50738937,0.4660593,0.5139093,0.55707186,0.6318554,0.7145198,0.65101194,0.640343,0.55566305,0.51493526,0.63032955,0.6409126,0.29413047,0.32641664,0.33098447,0.28813085,0.30259177,0.28984508,0.22827347,0.28415498,0.28764313,0.3027157,0.30982974,0.29308733,510.3231547608867,356.50234522253334,18.577899891579136,10.710973872405223,12.90292885916807,14.394995487518848,16.13717186720908,17.999212462220026,14.5595744125894,9.879096297979409,5.3170071023643555,5.577278838929617,4.954018096882273,6.213393616532412,7.445913982094952,2.0761961163994664,515.3953055658284,840.8450895267483,th
0.018131286,0.069376506,5.825137138366699,38.84783109234064,0.019144802807486632,0.01715476986341861,0.02503725,0.02503725,-515.5158,57.605133,0.8718686,-14.230918,-3.8029864,-2.1159697,-4.058898,-0.3233051,-0.11002068,-4.7293477,-4.5778866,-1.3298566,-2.1720002,-5.360249,-6.884941,-5.896529,-3.0824897,-2.1045172,-5.0272145,-6.0041895,104.64687,87.25487,23.209915,28.67388,13.899448,13.751642,13.784139,10.358464,6.313955,10.075253,8.915314,4.5277586,8.026533,8.901507,11.306668,9.380022,6.6238303,4.4872255,7.5828643,8.918177,0.5358043,0.4987037,0.53806597,0.5450697,0.62291324,0.69772893,0.6204165,0.5808481,0.54049,0.52271694,0.6261222,0.6191071,0.31431586,0.33518308,0.330204,0.30375746,0.3002619,0.2968473,0.24253403,0.29992095,0.28320384,0.29741436,0.29650396,0.29110846,518.7668269559762,379.81925949480575,18.00842487992198,11.215622773035426,13.370487092952166,14.81235632617256,16.134662059953925,17.1623776259479,14.186578917044269,8.580033157440893,5.882738289320567,5.464955345598525,4.892349546058207,5.819499229426338,7.807529514095818,2.2169677906510725,574.3722844251337,937.5996874617973,tt
